0,1,2
"冰凉一夏 让家透着新鲜(组图)
","　　夏天，一切都透着新鲜，似乎不做点改变就会辜负了这大好时光。家中也是如此。

",6
"儿童家具越美丽越危险 鲜艳油漆含铅多
","　　近期，牛奶含三聚氰胺、爽身粉含致癌物质等事件闹得沸沸扬扬，市场对儿童用品的安全问题变得更加关注。信息时报记者今天调查发现，目前市场上的儿童家具部分并无相关检测合格报告和环保证书，儿童家具安全问题也十分令人担忧。 
　  据业内人士介绍，目前市场上的儿童家具中90%由中密度板、刨花板等板材制成，只有少量的儿童家具由松木等集成材加工而成，因此，常导致儿童房有害气体含量超标。
　　“环保证书”还在申报 
　　随着春季气温的升高，家中使用一段时间的家具开始暴露出其真面目。记者从广州市家具行业协会获悉，近日消费者关于家具释放有害气体使得室内空气有害物质超标的投诉大幅增加。 
　　记者在多家家具卖场采访时发现，几大家具卖场内销售的儿童家具无不在色彩上做足文章，但这些“浓妆艳抹”的儿童家具多数既无产品检测合格报告，也无相关的绿色环保证书。 
　　在芳村大道一家家具城某品牌儿童家具专区，多款色彩鲜艳的儿童家具摆在展示区内。销售人员一看到记者便称自家的家具如何如何的环保健康，但当记者要求拿出相关的环保证书时，销售人员却称，环保证书厂家正在申报中，还没来得及送过来。 
　　在黄埔大道一家知名品牌儿童家具专柜，记者总算看到了相关的绿色环保证书和检测合格报告，但检测报告也只是针对普通家具，而没有特别说明是“儿童家具”。报告标明了甲醛的含量，但几乎没有对于苯、重金属方面的检测数据。 
　　颜色越艳油漆含铅越多 
　　一家经销知名品牌儿童家具人士介绍，目前市场上的儿童家具中90%由中密度板、刨花板等板材制成，只有少量的儿童家具由松木等集成材加工而成，因此，常导致儿童房有害气体含量超标。 
　　该人士透露，为了吸引孩子和家长的注意力，家具厂家多采用色彩艳丽的颜色吸引消费者的眼球。各种家具中，颜色鲜艳的含铅油漆占很大份额。有测试表明，23个含铅油漆的样本中，橙色油漆的含铅量最高，剩下依次为黄、绿、棕色等。 
　　据业内人士介绍，现在市场上的一些儿童家具检测报告只包含了板材的有害物质含量，而不包含油漆的有害物质含量。这种隐藏较深的“毒家具”一旦摆进儿童房，会对孩子的健康产生不利影响。 
　　面对儿童家具五彩缤纷的诱惑，家长如何选到安全、环保的家具呢？业界人士介绍，家长在购买儿童家具时，要查看家具的检测合格报告和相关环保证书。 
　　业内人士提醒，家长应慎重选购颜色过于鲜艳的家具，最好是选择黏合剂用量少的家具，因为其甲醛含量相对较低。环保水平由低到高排列分别是：中密度板、刨花板、大芯板、胶合板、层积材、集成材、实木。 
更多精彩内容请点击：新浪房产家居家装  欢迎参与火热装修论坛

",6
"宜家展超级电视墙 发掘客厅新空间
","　　您认为客厅里的电视背景墙上能放下多少东西？一台电视，一台DVD，10幅相片，50张DVD， 100本书……如果您对家里电视背景墙的储物潜力缺乏足够想象力的话，不如从11月17日起，到万象城一楼中庭,现场体验宜家为期6天的“巧用电视墙，空间无限量”为客厅主题的展览。展览现场，一个极富创意的“杂物浪”分别连接了 “现实”与“理想”两个客厅电视墙场景，“现实”的一端是白色墙面配以简单的电视柜，由于储物空间不够，很多杂物只能被凌乱地散落在地面上，“理想”的一端是一个超大的利用宜家贝达电视组合柜布置的电视背景墙，“杂物浪”中的成百上千件的各类物品俨然被吸入了“理想”电视墙，而且井然有序，各就各位。
　　宜家深圳店店长李超诚在介绍次此展览活动时表示：“宜家的此次以客厅电视背景墙为核心的展览活动将在全国的7个城市，北京、上海、广州、深圳、南京、大连和成都同步开展，希望通过这种略带艺术夸张的表现手法，启发消费者换个角度思考客厅的空间问题，强调电视背景墙垂直空间的利用，帮助大家把客厅空间潜力充分释放出来，从而实现大家梦寐以求的整洁、明亮、有序、宽敞的客厅环境。”
　　客厅储物之扰，催生超级电视墙
　　近期，由宜家在国内发起的一项针对客厅方面的调研发现，约有80%的家庭都对客厅的环境不是十分满意，表示主要问题在于东西越来越多，无处摆放，电线，杂物等都裸露在外，大多数家庭觉得客厅空间也越来越小，东西无处可放。那么理想中的客厅是怎么样呢？同样来自这份调研报告，约95%以上的消费者希望他们的客厅是整洁、明亮而宽敞的，87%的消费者在谈及客厅时候认为“分门别类，整理收纳归类“是他们的首要需求。
　　“正是看到消费者目前遇到现实问题与他们的需求之间的显著差距，我们在这次展览活动中呈现了‘现实电视墙’和‘理想电视墙’两个场景，并提出了”换个角度看空间“的概念，倡导充分利用电视背景墙区域进行收纳、整理、陈列的家居新理念。“宜家深圳店店长向记者分享了宜家今年针对中国2000多个家庭就客厅相关问题进行调研数据，报告显示目前中国分别有84%和55%的家庭仍然采用传统的装饰墙+电视地柜、空白墙+电视地柜方式布置电视背景墙。而客厅的功能性却在不断拓展，从简单的收看电视发展到包括玩游戏、听音乐、上网、及其他电子设备的播放为一体的综合视听享受，从单纯待客发展到家人朋友聚会、休闲、运动、娱乐的中心场所，人们对客厅空间的要求越来越高，背景墙的利用问题必须被考虑进来。
　　超炫“触动”体验，探秘宜家贝达
　　此次展览的另一个亮点便是在国内首次运用了100寸超大的多点触摸屏，参观的消费者只需随心触动大屏幕，便能进入一个生动的宜家贝达世界，三款度身定做的游戏：瑞典客厅全体验、BESTA 贝达 拼拼拼、解密 BESTA 贝达，能够让大家在轻松的游戏间，体味贝达系列电视组合柜超强的收纳能力、灵活性和多样性。另外，宜家每天在活动现场还特别安排了游戏挑战赛，获胜者即可当场获得宜家提供的精美小礼品一份！
　　发掘客厅“新”空间，宜家现场“巧“支招
　　除了概念电视背景墙和新媒体互动体验展示，展览期间，针对消费者的客厅相关问题，宜家每天都安排了工作人员为消费者提供现场的咨询和建议服务，帮助顾客制定一个能够充分满足个人及家庭成长需求的电视背景墙，帮助大家找到最适合自己的客厅储物综合解决方案。据悉，为了本次主题推广，即日起，消费者在宜家商场选购BESTA贝达组合柜产品，还将有机会免费获赠波昂扶手椅一把。
　　如果您正在寻找客厅装修的灵感，如果您正在为您的客厅中充斥在角角落落中的账单、零食、书籍、杂志，电线而烦恼，如果您正为客厅面积小，孩子活动空间不够而发愁，也许您就能在宜家的这次客厅主题展览中找到答案，激发出您的客厅空间无限创意，也许之后您家的电视墙能比现场的概念电视墙装得还要多哦！ 

",6
"格拉芙的这座豪宅来自阿加西(图)
","　　格拉芙的这座豪宅来自阿加西。这是2000年阿加西送给自己女人的圣诞礼物。这所新别墅价值2300万美元，拥有两座游泳池、6间卧室和一个网球场，从那里可以远眺旧金山著名的金门大桥。

",6
"米色沙发非常舒服
","　　沙发区，米色的沙发非常舒服，为了不让这块感觉单调，蓝色与红的靠垫放着既好看也好用。

",6
"[原创]涂料品牌推广的低碳之路
","　　涂料行业在虎年的春季似乎已经下定决心要将低碳进行到底，不仅如此，还将低碳与近期的时事热点相结合，展开了新一年的推广攻势。
　　两会、建材下乡、植树节、地球一小时……随着层出不穷的社会热点，每一件都和低碳扯上了关系，正所谓低碳无处不在，热点无时不有，推广更是五花八门，但哪一种推广方式更合消费者的口味呢？这还需要市场的验证。

",6
"门窗在近代的变迁
","　　门窗自诞生起，就伴随着时代的主旋律不断进行着自身的革新，而这种革新主要是围绕着材质的变革进行的，所以建材界普遍认为门窗在近代的发展经历了以下五个阶段。
　　1.早期的木窗阶段：
　　相信很多人还记得小时候糊窗缝的情景：当冷风袭来时，或用纸或用布条在室内又是堵又是粘，在室外还要订上一层秀明塑料布，整个冬天窗不能再开，深夜北风侵袭时，塑料布还发出恐怖的声响；到了春天可以开窗时要揭窗缝了，或用手撕或用布擦……夏季，风雨突至，惊醒之后的第一件事便是关窗，面对变形的窗户，顾上顾不了下，情急之中，“乒乒乓乓”，增添了雨的惊恐……
　　2.以钢窗为代表的时代：
　　八十年代初，我国政府制定和贯彻“以钢代木”的政策，于是大部分建筑选用“空腹钢窗”，在门窗的强度和防腐蚀方面较原有的木窗有了进步，但开启不便、密封不严、外观单一，保温效果差等问题依然如旧。还记得那抹在玻璃与窗框间的腻子面吗，要么永远不干要么一碰就掉，就是免强保留下来的，只要擦过几次窗户，表面就永远是黑黑一层……冬天室内虽然暖融融的，但看着窗台上流淌的流淌露水，也生出无尽的烦恼……
　　3.以铝合金为主的时代：
　　八十年代中期，国外的单框铝合金窗和新组角钢窗引进我国的建筑领域。适逢国家开放搞活，建筑蓬勃发展，使单框铝合金门窗得到了长足发展。但这段时间为适应居室狭小不占空间的双轨推拉窗大行其道。同时在市场经济与计划经济的交替中，一些素质较差基础薄弱的企业来粗制滥造压价竞争，以次充好，破坏了铝合金的形象。低层次的重复生产也使铝合金门窗没有走出低性能误区，门窗的漏风漏雨没有得到根治，保温性能也非常差。使用过的人都有体会，当冬天室内外温差加大时，触及铝门窗的框体，马上会感到刺骨的冰凉。
　　4.以塑料窗为代表的时代：
　　90年代初，伴随着国家政策的指导，塑料门窗在我国异军突起。我国第九个五年计划中明确提出要发展节能塑料窗，让塑料门窗在“九五”末占到15%的市场比例，“十五”达到30%的目标。国家建筑节能政策要求1996—2000年前建筑节能也较之以前能耗降低50%。从2005年起，新建的采暖居住建筑应在此基础上再节能30%。
　　5.以高档塑料门窗、节能铝合金、纯木铝包木为主，各特色门窗并行的个性时代：
　　伴随着人们对居住品质的提高和个性时尚的追求，倾注了现代工艺和技术特色的各种纯木铝包木门窗、节能铝合金和优质的塑料门窗纷纷涌现，门窗市场不再是一枝独秀，消费者有了更多的选择，门窗消费进入个性化的消费阶段。这个阶段的门窗，不但有了更多材质的选择，还有了更多风格的选择，德式的、意式的、美式的各种风格相继面市，为续写新时代的门窗文化提供了丰富的素材。
　　就时代的主流窗来说，可以说从原始木窗到钢窗的流行是实用性方面的变革；从钢窗到铝合金窗是审美的胜利，窗框的观感提高；从铝合金到塑料窗的流行，是使用节能的主导；从原来单一品种的流行到现代各类高性能门窗的并存，是个性化张扬的使然……
　　就门窗的材质纵向演化更替而言，木窗从各种原木发展到用现代科学手段处理的硬度适中的集成材，形成了质朴自然的个性；塑料窗从白色三腔向各种彩色多腔发展，清新亮丽依旧……不同的材质展现共同功能需求的同时，让个性化得以突显。
　　就开启方式而言，从平开窗到推拉窗流行，是空间至上的胜利，内平开下悬开启成为主导是人性化关怀的使然，手摇外开和上下提拉是北美自由生活的写照……
　　门窗从表象看，冬保温夏隔热，春挡尘秋防雨，昼采光夜降噪，而实际上，门窗的选择体现着主人对生活的态度、观点及潜意识，是生活方式的第一个层面，因为居室中人们首先关注到是门窗。

",6
"田园风也要硬线条 金属质感小物推荐&nbsp;
","　　墙面，搭配白色实木家具，以及空间里湖蓝色的边柜和正蓝色的印花地毯，将蓝与白不同程度的对比与运用发挥到了顶点。
　　整间卧室明亮而温馨，纯棉的窗帘上花朵与藤蔓的图案点亮了整个空间。在卧室中点缀几只与床品不同图案的靠包，多样的印花的图案却也和素净的床品相互匹配，干净清爽的同时，不会显得过于沉闷与杂乱。
　　卧室的尽头，蓝白色调的梳妆台，与印花图案的帘子成就优美的多层次感空间。带有地中海风情的家具，简约的造型辅以恰到好处的线条修饰，彰显出强烈的个性时尚风格。桌面上相配的木盒子、篮盘子等，可以用来放置常用的小物件。 

",6
"日丰卫浴 重拳出击 正式进军千亿市场
","　　今年年初，管道行业巨头——佛山市日丰企业有限公司重拳出击，全面推出了日丰卫浴系列产品，正式挺进卫浴市场。我国卫浴市场具有千亿元的市场容量，发展潜力巨大，日丰卫浴适时出击，体现了日丰作为大企业在调整营销战略方面所作出的成熟思考与果断决策。
　　中国卫浴市场 潜力巨大
　　中国卫浴行业发展至今，已历经20多年的时间，目前，中国已经成为世界最大的卫浴产品生产国和销售国，而国内卫浴行业至今仍保持着高速的发展态势。中国卫浴市场的广阔发展前景吸引了一系列国外高端卫浴品牌进驻中国，也催化了一大批民族品牌的诞生，以抢占卫浴这块大蛋糕。
　　但卫浴市场虽然品牌众多，竞争激烈，却仍远远没有达到饱和状态，据业内人士估计，国内卫浴市场容量可以达到千亿元，中国卫浴市场依然大有可为。这是因为：一方面，国内卫浴行业尚未出现垄断性的品牌，至今没有一家卫浴企业能占到10%的市场份额。另一方面，县镇市场发展潜力巨大，中国卫浴市场仍存在着大量的空白区域有待开发。
　　无疑，卫浴行业已经进入了一个品牌整合阶段。谁能够迅速、准确地把握市场的命脉，调整渠道策略，走品牌运作之路，谁就能在激烈的竞争中赢得市场、叱咤风云。
　　日丰品牌全面挺进卫浴行业
　　以一句“日丰管，管用五十年”驰名大江南北的日丰，在成为全球第一大铝塑管生产商、新型管道全球领先品牌之后，凭着敏锐的市场眼光，重拳出击，于2010年挺进卫浴这个千亿市场，全面满足消费者的家装需求。
　　日丰公司成立十余年来，积累了强大的品牌实力与渠道优势，在全国各地拥有600多家代理商与数万家分销商，日丰卫浴依托日丰品牌而生，一上市便拥有了众多其他卫浴企业所难以比肩的企业优势。此外，日丰卫浴具有清晰的品牌定位及正确的营销策略指引。上市伊始，日丰公司即把日丰卫浴定位为“老百姓买得起的优质品牌卫浴”，同时，日丰积极实施“千县万镇”策略，把市场潜力巨大的县镇市场作为战略重点，这都完全符合卫浴市场需求和行业发展趋势。
　　日丰公司对于日丰卫浴的上市充满了信心，并对该项目给予了全面的支持。在生产研发方面，日丰投入了大手笔建成国内领先的卫浴现代化生产基地，配备国内外先进生产线，并拥有强大的自主研发设计能力；在渠道方面，日丰引领广大日丰卫浴合作伙伴投入到终端卫浴专卖店的建设中，短短半年的时间，便已建成近两百家高品质、高标准的日丰卫浴专卖店。日丰卫浴立志“三年内进入行业前五；五年内进入行业前三”，朝着打造“国内卫浴行业领军品牌”的目标稳步迈进。

",6
"5月我国家具出口29.56亿美元 环比增长10.79％
","　　海关总署10日公布今年1至5月我国外贸进出口情况。据海关统计，前5个月，我国进出口总值11000.9亿美元，比去年同期(下同)增长44%。其中出口5677.4亿美元，增长33.2%；进口5323.5亿美元，增长57.5%；贸易顺差为353.9亿美元，下降59.9%。
　　海关统计显示，5月份我国进出口值2439.9亿美元，增长48.4%。其中出口1317.6亿美元，增长48.5%，比上月加快18.1个百分点；进口1122.3亿美元，增长48.3%。与2008年5月份相比，进出口增加10.2%；其中出口增加9.2%，进口增加11.4%。
　　今年前5个月传统大宗商品出口平稳增长，增速普遍较前4个月有所加快，其中家具出口126.9亿美元，比去年同期增长26.6%。5月当月，家具出口29.56亿美元，比4月份环比增长10.79%。

",6
"高明区加强对辖区行业污染整治
","　　高明区将加强对辖区陶瓷、印染、人造革、合成革行业污染整治，实现重点区域环境逐渐好转，以全面推进绿色崛起示范区建设。
　　经初步调查，高明区现有陶瓷、印染、人造革、合成革行业企业共48家，主要分布在荷城街道。
　　区环境运输和城市管理局污染控制科科长仇惠琼介绍，根据新出台的《高明区陶瓷、印染、人造革、合成革行业污染整治实施方案》，将辖区陶瓷、印染、人造革、合成革行业分为扶持壮大、限期治理和关停并转三类。
　　仇惠琼透露，对全区48家陶瓷、印染、人造革、合成革行业污染整治，将分阶段进行，争取到2012年9月完成。
　　仇惠琼说，在今年5月底前将完成对陶瓷、印染、人造革、合成革行业污染整治的专项检查。

",6
"商家未如期安装橱柜 按工商建议赔付800元
","　　王先生春节前向位于思明区吕岭路的一家橱柜店订购了一套橱柜，订购时便向商家预付了全部4000元货款，合同约定，一个月内商家将为王先生上门安装。可是一个多月过去了，商家还未上门。王先生多次联系商家，都未得到处理，遂向工商部门投诉。
　　嘉莲工商所工作人员调查后认为，此纠纷商家应负全部责任。
　　在现场调解中，工商人员参照《担保法》的双倍返还定金条款标准，以及《合同法》有关定金的总额不得超过合同标的20%的规定，建议商家给予消费者800元的赔付金，商家和王先生表示接受，商家还当场向消费者赔礼道歉。

",6
"享受健康无菌的春天 松下滚筒除菌大行动
","　　天气转暖，万物复苏，蚊虫、细菌等微生物也开始滋生。随着“潜伏”在衣物上的细菌不断增多，家人的健康就会受到一定的威胁。如何有效地防止细菌侵扰，拥有一个健康无菌的生活环境？松下斜式滚筒洗衣干衣机阿尔法系列在除菌方面具有三大“法宝”，可以彻底将细菌清除掉，轻松享有无菌生活。
 
　　法宝一：光动银除菌
　　一直在家电领域走高端路线的松下洗衣机，通过不断地技术创新，成功研发出了“光动银”除菌技术。这项技术在漂洗过程中注入含有银离子的水流，被衣物吸附后形成严密的防护层，在筒内特设的蓝光照射作用下，促使银离子和水发生反应，产生羟基自由基，羟基则加强银离子的杀菌效果，抗菌更精准，有效去除大肠杆菌、金黄色葡萄球菌等有害菌，实现了双重除菌，大大提高洗衣机的除菌能力，促使健康洗技术升级。
　　这种除菌方式在彻底除菌之外，还能够呵护衣物。那些色泽鲜艳，容易褪色的衣物也可以放心洗了。
　　法宝二：高温除菌 
　　据了解，生活中多数细菌在加热80摄氏度的高温后，经过5-10分钟即可被杀死。为了达到更好的除菌效果，松下滚筒洗衣机采用了90度高温除菌的功能。在洗涤过程中，洗衣机将水加热到90摄氏度来进行洗涤衣物，不仅清除了污垢，还迅速、有效地去除衣物上的细菌，尤其对需要保持高度清洁的幼儿衣物、寝具等，具有明显的除菌效果。
　　法宝三：筒干燥与筒洗净
　　为了防止洗衣机由于自身清洁除菌不到位而造成二次污染，松下独特的洗涤筒自身除菌技术也是解决除菌问题的好方法。在洗涤结束后，用户只需选择筒干燥程序，中央出风口送出热风，就可以将洗涤筒内部进行充分的干燥；同时，选择筒洗净，结合槽清洗剂对洗涤筒进行全面清洗，可以防止洗涤筒内霉斑的产生。通过这两种功能，达到了全方位的除菌效果。

",6
"美女爱豪宅女星闺房揭秘 赵薇
","　　赵薇去年底甩下近2000万元在上海西郊购买了一座超级豪华别墅，坐落湖畔而且面积极大。加上她此前在北京顺义和上海的几处房产，赵薇至少花费了5000万元投资房产。据悉，赵薇本次购置的新楼盘名为“湖畔佳苑”，位于上海市虹桥机场附近著名的“泸青平”别墅圈。该套别墅每平方米房价在2万元至6万元之间。一圈内资深人士透露：赵薇买下的这栋别墅以面积计算总价在2000万元左右。此外，赵薇这几年还先后在北京顺义的“财富公馆”、“晴翠园”别墅、“亮马河”大厦等地购买了多处别墅公寓。

",6
"亚太设计师协会年会特地陶瓷龙岩万众瞩目
","　　6月21日，由中国建筑装饰协会主办，佛山市特地陶瓷有限公司、佛山欧神诺股份有限公司共同协办的“2010年亚太空间设计师协会(APSDA)北京年会暨亚太室内建筑师国际高峰论坛湖南新闻发布会”在湖南长沙碧桂园凤凰酒店隆重举行。中国建筑装饰协会常务副会长徐朋、佛山欧瑞特集团董事长鲍杰军、台湾著名设计师史迪威以及长沙、株洲、湘潭三地400多位设计师共同出席了本次盛会。
　　首先，中国建筑装饰协会常务副会长徐朋介绍中国建筑装饰设计行业的发展情况以及2010年北京年会的相关情况，随后，佛山欧瑞特集团董事长鲍杰军先生着重了强调欧瑞特集团的综合实力、产品创新能力及协办这次活动的意义，并充满对“2010年亚太空间设计师协会(APSDA)北京年会”的美好展望。
图为佛山市欧瑞特集团董事长鲍杰军致辞jpg
　　发布会上，台湾著名设计师史迪威先生做了题为“空间有限，创意无限”主题演讲，把先进国际设计理念带给了在座的设计师嘉宾，获得了阵阵掌声，掀起了一个小高潮。
　　大会结束后，就是一场激情澎湃的设计师招待晚宴。嘉宾们刚刚入席，就被时尚魅力的特地“龙岩”模特秀所吸引。只见四位模特裙舞飞扬、风姿卓越，她们身着的绿色、环保礼服和手持道具都是模仿特地仿石材新产品“龙岩”玻化砖的纹理特制而成，完美体现了特地“龙岩”玻化砖“岩涌线隐”的真石纹理，远看如连绵起伏的神圣龙脉，大气磅礴；细微处其质感细腻天然，看似无线，实则有线，如山水画般委婉动人！在场的设计师无不为如此壮观雄美的瓷砖纹理而惊叹，堪称这是一款世间难得的非凡臻品！
图为特地新品仿石材玻化砖“龙岩”模特秀
　　晚宴的活动内容丰富多彩，除了丰盛的美食、动人的模特秀，还有欢歌劲舞、人体彩绘比赛、快乐大抽奖等节目。其中最吸引眼球的莫过于特地“龙岩”---人体彩绘比赛，模特的出场都是精心设计，充满神秘的气氛。活动正在进行中，忽然全场灯光齐暗，在场的嘉宾惊讶的屏住了呼吸，期待着神圣时刻的到来。随着主持人的隆重宣布，动感音乐的起伏，舞台上的射灯亮起，4位身姿婀娜的彩绘模特闪亮登场，她们将成为今天的独特画纸，供在场的幸运设计师绘出“心中的龙”。8位幸运设计师各尽其才、各抒己见，在万众瞩目中表达了无限的创意理念，使得全场嘉宾连连称赞、纷纷投票给属意设计师，火热的气氛把本次晚宴活动推向了高潮。
　　此次新闻发布会的圆满成功，不仅为湖南设计师参与亚太空间设计师北京年会带来良好机会，引进创意无限的国际设计理念，为亚太地区设计的发展作出一定的贡献。

",6
"“超人&#8226;节能厨房”小说大赛颁奖
","　　4月24日，由中山市超人电器有限公司冠名并投资百万举办的首届“超人•节能厨房 ”杯青春长篇小说大赛颁奖典礼暨2010青年作家中山年度峰会在中山市隆重举行。大赛由中山市委宣传部、中山市超人电器有限公司、《红豆》杂志社、北京地上行文化传播有限公司携手设立，《文艺报》指导支持。来自全国各地的青年作家、大赛得奖者及数十家媒体记者参加了颁奖典礼。
　　本次大赛设有一等奖、二等奖、三等奖。青年作家班超的长篇小说《预知》获得此次大赛一等奖。青年作家马小淘的《再见，新一》、李智勇的《未完成的肖像》获二等奖，奖金各为两万元；水格的《以父之名》、忘却鱼鳞的《关于彼岸的一切》、章元的《给我一把椅子》以及欧阳娟的《最后的烟视媚行》获得三等奖，奖金各为一万元。
　　据此次大赛组委会秘书长、《红豆》副主编黄土路介绍，此次《红豆》“超人•节能厨房”杯青春长篇小说大奖赛于2009年年初设立，面向全国35岁以下的作者征集以青春题材为主的长篇小说。截止至2009年12月，大奖赛编委会收到2185部长篇小说投稿，参赛者既有著名青春作家，知名网络写手，也有大、中学学生；参赛题材内容丰富，充分展现了70、80、90后的精神世界。大赛邀请著名作家东西，著名诗人丘树宏，广西文联副主席林万里，担任总顾问。最引人注目的是，终评委由国内最年轻的作家组成，他们是80年代作家张悦然、蒋峰、小饭、周嘉宁和70年代作家鲁敏、李浩、徐则臣、黄土路、傅翔等。这可谓是由年轻作家自己评选出来的青春大奖。
　　谈到发起发起举办此次“超人•节能厨房 ”杯青春长篇小说大赛的初衷，超人电器公司董事长罗子健如是说：“有所担当，我想应该是所有企业必须履行的社会责任。世界的物质进步和技术发展对人类文明产生了巨大的影响，但正是这些进步和发展使人类社会失去了原有的平衡，因为我们在重视科学技术发展的同时，忽视了社会和人类自身的发展问题；在这个全面物质化、数字化、科技化的世界里，人类的物质欲望不但没有得到及时调整，反而日益高涨，同时精神生活却日渐萎缩”。罗子健还表示，“这不是一个艺术的年代，却是一个需要艺术的年代，因为文学承载了一个民族的梦想”。
　　“超人的产品是净化我们的自然空气的，同时她在做文化来净化我们的心灵，所以我觉得这个企业很值得敬佩。”著名诗人、中山市委常委丘树宏先生对超人电器大力支持文化事业给予了高度的评价。丘树宏在讲话中表示，一个城市有两种生命，一是这个城市的框架，它好比一个人的骨架，但是只有框架远远不够，最重要还要有文化，文化是一家企业、一个城市，乃至一个民族的灵魂；超人节能厨房正在走这样的道路，它除了在GDP、在产值、在就业及税收支持社会之外，它还通过文化来影响自己，提升自己，贡献社会，这是非常可贵的。

",6
"高级办公室有明亮的落地窗(图)
","　　第三大原则
　　座后不要有窗
　　现在很多高级办公室有明亮的落地窗，俯视群楼，有一种高高在上的惬意。有的人喜欢将办公桌与窗平行摆放，将座设于办公桌与落地窗之间，将窗做为靠山，这样摆放的办公桌位置也是错误的。座后有窗，就如同座后有门一样不可用。窗是光和气的入口，理论与忌坐后靠门一样。
　　化解方法：一是调整办公桌位置；二是选择一张有高靠背的坐椅。
　　第四大原则
　　宜座后有靠山
　　自风水学的角度来看，好风水的第一大原则是“山环水抱”，也就是说背后有山作依靠，来旺人，前面有水来环绕，来旺财。所以座位背后必须要有靠山才有利于工作者的事业，办公室里的所谓“靠山”就是一堵墙壁，座位要尽量靠着墙壁，墙壁与座位之间最好不要留太多的空间。
　　第五大原则
　　合理选择办公桌
　　现今办公桌的质量一般都以木质的为主，但如果对于命理上忌木的人使用木质的办公桌反而会出现不好之事。我们可以针对自己命理上的喜忌选择有利于自己的办公桌。如果质量上的选择不多，我们可以从颜色和款式上来加以利用和补救。

",6
"卧室床尾的空间较大(图)
","　　卧室床尾的空间较大，被陈列架一分为二，分别是通向客厅的走道和一个小小的读写区。

",6
"环保门窗市场混乱 顾客存诸多疑虑
","　　节能低碳，从根本哈根大会以后就变成了一个主流名词，很多商家开始标榜自己的产品绿色健康、节能低碳，门窗企业也不例外，导致消费者常常一头雾水。
　　对“碳纤门”顾客有疑虑
　　在走访市场时了看到一店老板正忙着向顾客介绍：“这是市场上的最新产品，碳纤门，采用高尔夫球杆材质，可以连续在水中泡30天不变形。”很多消费者用手敲了敲这扇门，但除了声音清脆一些以外，所谓的“碳纤门”看起来几乎和原木门一模一样。
　　店老板继续“做广告”，这种门是香港企业最新研发的产品，“以船用进口胶衣、碳纤维、铂金纤维、少许原木为主要材料，经过高温黏结而成，整个生产过程中不需使用任何白乳胶、万能胶，甲醛释放量是原木门的1/10，甲苯、二甲苯含量是原木门的1/3。”
　　“果真如此，自然是好事，问题是，这些都是肉眼看不到的，真有这么环保吗？”尽管老板出示了检测报告，但顾客仍有些疑虑，“毕竟一扇门要价大几千啊！”
　　“生态门”也打环保牌
　　打“环保”牌的还不只“碳纤门”一种，早已红透市场的“生态门”走的也是同一路径。
　　走访多家建材店了解到，很少有人能将“什么是生态门”说个清楚。比较一致的说法是：门套和门边采用高科技铝镁钛合金航天材料，表面采用阳极氧化处理，硬度在12度以上，耐磨、耐压，永不变形和褪色。另外，如果将其看作“生态家居”的衍生概念，则根据生态指标，其全年应保持室温在17℃～27℃之间，相对湿度在40%～70%之间。
　　相关调查显示，这种“高科技、高门槛”的“生态门”概念一出，跟风者四起，如今国内共有300多家生态门生产厂家，仅厦门市场上的经销商就有20多家。
　　市场有点乱，消费者不敢轻易掏腰包
　　“生态门”的红火也催生了不少“李鬼”。一些商家偷换概念，硬将实木门说成生态门，“采用天然木材作为原材料，这难道不够生态吗”；另一些 “山寨产品”，使用PVC塑钢做门套或者铝包边的门，由于酷似生态门的铝镁钛合金外形，也冒着生态门的名义身价飙升。

",6
" 五款深色木门之TATA花梨实木复合门
","　　TATA花梨实木复合门
　　这款实木复合门表层为直花梨，芯材为松木，脸线和套线则采用高密度板。这款木门呈暗红色，表层天然生成黑色直花梨斑纹。木门整体上属于现代简约风格，简单质朴，大方得体。门体样式设计比较特别，更张显一种严肃庄重的氛围。门体较高，比较适合商用。
　　这款TATA木门的款式设计上带有明显的唯美主义和现代感，这款木门风格上偏向现代简约，但色彩上属于暖色系，比较适合用于暖色调的居室环境。

",6
"过年献孝心 送给父母的8款超值贴心家品(组图)
","　　农历新年还有半个月不到的时间了，许多朋友们都开始纷纷筹谋着回家的大计，当然少不了对父母的关爱，大家都在问“你带什么回家给爸妈呢？”。假如你还没有头绪，不妨看看小编为您打造的各种送礼家品，让您的父母过得更加舒心、顺心。
　　送礼四步曲，任何一部都能让您打动父母的心。
　　第一步：为父母记录甜蜜；父母以往的照片、定情小物件可能被放在抽屉里，没有展示的地方，送上复古的木质相框和复古小箱子，让它们有专属场所，show出甜蜜的回忆或将其用小箱子珍藏起来，爸妈一定很高兴。
　　第二步：让父母生活便利；父母逐渐年老，行动上不如年轻时那么利索，从实际出发，送上升降衣架和实木躺椅，方便他们晾衣服，然后坐在躺椅上舒舒服服看电视。
　　第三步：使父母更加温暖；日渐寒冷的冬季，让家里的年轻人都受不住，何况是上了年纪的爸妈。这时，打心底地送上驼毛被和暖手宝，让他们无论何时何地都感受儿女带给他们的温暖。
　　第四步：令父母过得更加健康；“人老了，没办法动啦！”，儿女又不能经常在身边服侍，怎么办呢？送上足疗器和按摩器，人不动，机器动，使他们在坐着也能享受舒适的按摩。

",6
