0,1,2
"双向滑盖设计 三星3G音乐手机M609评测
","文/李洋
    三星M609采用滑盖设计，机身修长精致，四周拥有金属边框设计，同时后盖材质也采用了不锈钢，金属感十分强烈，手感很不错。
    三星M609的导航键设计与MP3播放器很相似，在播放模式可以进行便捷地操作。比较有趣的是，该机的功能按键为触控式，与采用实体按键的导航区域形成鲜明对比，手感差异也十分大，需要一段时间适应。

",5
"13寸CULV轻薄本 清华同方S30i售3899元
","    【北京行情】同方锋锐S30i-26是同方主打的一款13寸本。该机采用了Intel ULV 723处理器，2G内存和250硬盘，性能非常不错。目前该本最新售价为3899元，现在购买还有包和鼠标赠送，感兴趣的朋友不妨同经销商取得联系。
　　外观方面：锋锐S30i采用了镁铝合金材质外壳，相对于传统笔记本的工程塑料来说，铝镁合金具有更轻便的重量、更坚固的韧性、更有效的散热等特征。 而且锋锐S30i有银、黄、黑三种主流色彩可选。屏幕方面锋锐S30i配备了13.3LED超薄宽屏。
　　配置方面：锋锐S30i-26采用了Intel ULV 723处理器，满足家用上网本聊天等基本应用没有问题。2G内存和250G都是当今的主流，集成显卡X4500MHD在运行大型游戏会有些吃力，不过可以在低画质下运行3D游戏和高清影视。
　　编辑点评：同方锋锐S30i最大的卖点就是超乎想象的轻薄，而在性能上Intel ULV 723处理器满足日常应用足以，2G内存和250G硬盘都是主流的配置，目前的售价也很合理，感兴趣的朋友不妨同经销商取得联系。
　　[参考价格] 3899元[联系方式] 13691191241  

",5
"新浪财经3月18日开盘播报聊天实录
","
　　各位新浪网友，大家好！
　　主持人乔旎：亲爱的新浪网友们大家好，欢迎收看我们今天早上的新浪“开盘播报”，我是主持人乔旎。我们今天邀请到的是财富阶梯的冯矿伟老师，冯老师好。
　　冯矿伟：主持人好，大家好。
　　主持人乔旎：我们今天将会增加一个新的板块，就是让每天的老师给我们讲一个基础的知识点，让我们这种普通的老百姓也能够看得懂技术面。首先今天就由冯老师为我们讲解如何找买点，也就是傻瓜卖出点。
　　冯矿伟：如果一直在看我博客的朋友应该知道老师有一个战法，叫盘口双龙战法，这个盘口双龙战法有一个最主要的观点就是利用盘口分时，盘口的白色线和黄色线两条线作为一个基础的研究对象。如果一直在看我博客的朋友很清楚这个战法的一些基础含义，但是这波行情里，尤其在2400点打到一个高点之后回落的这波行情里面，还有上周大盘在震荡过程中，很多投资者选择了在2月27号和老师一起建仓，但是做操作过程中依然不能够短线获利，或者是不能够达到一个稳步的收益。
　　今天利用五分钟时间简单讲一个知识点，这个知识点是盘口双龙战法系列的，叫做傻瓜卖出点，也是可以把它理解为永不套牢的一种方法。那么如何去止赢止损和停止交易？就是前期给大家讲的一个炒股新法，这个实际上就是它的一个实战和技巧。任何一只股票在你头一天操作一只股票，你买股票的时候肯定是认为这只股票会涨才会买的，但是在第二天这只股票并不可能如所愿的去涨，或者说快速的上涨，或者形成一个早盘强势特征然后上涨，在第二天就要做好及时的止损，或者是止赢。
　　止损和止赢在早盘的时候，一只个股在早盘的时候体现的点就是白色分时线和黄色均价线的位置关系，首先大家应该注意早盘开盘之后白色分时线和黄色均价线应该在零轴线之上运行，这是第一个要点，如果说白线和黄线不在零轴线之上运行，如果今天大盘是低开的话，那么你的个股早盘并没有形成在零轴线之上，而是形成了白线、黄线在零轴线之下运行。那么在之下运行也可以，但是要求的就是在半个小时之内，甚至在五分钟之内白色分时线和黄色均价线要快速上穿零轴线，是同样可以默认早盘是没有问题的。这是第一点。
　　第二点就是白色分时线和黄色均价线稳步攀升之后，刚才咱们提到位置关系是高开还是低开，还是零轴线附近，这是位置关系，第二就是开盘之后白色分时线、黄色均价线稳步的快速攀升，这个快速的向上攀升过程中就要注意白色线和黄色线的位置关系，如果低开的话有可能白色线、黄色线形成一个下探的趋势，这时候白色线和黄色线都形成一个零轴线之下的弱势特点，这种个股早盘就不宜过分担心。因为首先低开，然后回探，卖点存在于低开下行结构之后的反抽形态，反抽过程中如果碰触黄色均价线并没有击穿的话，这个位置就是你止损的一个点。
　　作为止赢点呢，就是如果白色分时线、黄色均价线早盘在零轴线之上，或者是零轴线之下快速的反冲到零轴线之上，这时候白色分时线往下回探的时候即形成了第二个重心的回调，这个时候重心回调的点也是你的一个止赢点，刚才咱们讲到止损，这是你的第一个止赢点。
　　第二个止赢点就是白色分时线向下跌的时候一个是形成重心回调，第二个是形成了击穿黄色均价线，本身黄色均价线它是一个成本，而且是一个支撑，这个时候击穿的时候也是应该考虑止赢的，这是你的第二个止赢点。同时有些股票在碰触黄色均价线之后会快速反冲，再次反冲的时候这种个股可以继续持有，但是如果击穿的话就是你去出局的时候，也是你的止赢点。
　　为什么这两个是止盈点？因为你昨天介入一只股票，今天白线、黄线形成一个稳步攀升，早盘比较强势的个股在早盘形成最高点，制高点和重心回调点，这都是你的一个比较好的止赢点，如果说白线向下继续击穿黄线，击穿黄线是你的一个止赢点，如果已经击穿黄线了，这时候大家就不要再心存幻想，或者是不要再看多这只股票，至少应该谨慎的看多，在击穿黄线之后再次的回抽起来之后白线并没有很快速的，也没有及时的收回在黄线之上的话，在反冲再次碰触黄线附近也是你的止赢点。
　　另外一种情况就是如果白色分时线在向下击穿黄线的时候，形成的是一种探针式的击穿，就是很快速的击穿，然后马上再次收回来，可能间隔不到一分钟，甚至只有一分钟、两分钟，这种股票在今天至少来说你可以谨慎的看多，应该是没有太大问题的，因为这种股票至少是体现了主力去操盘和控盘的一个程度是很强的。
　　主持人乔旎：就是说在你买进这只股票的时候，一旦发现自己买错了，或者一旦有什么情况，你要及时设好止赢止损点，今天冯老师给我们讲解的就是如何寻找这样的一个卖出点。
　　好的，我们再来关注一下今天有哪些新闻，我们看到财政部17日表示，由财政部代地方发行的2000亿元债券将冠以发债地方政府名称发行，债券期限为3年，利息按年支付，利率通过市场化招标确定。老师怎么看这样一条消息呢？
　　冯矿伟：最近其实大家应该明白一点，就是四万亿投资之后在形成一定利好之后，后期有一个八万亿、十万亿、十二万亿这样一个谣言，僻谣之后政府继续采取一些措施，目前来看以四万亿这样一个大的方向现在布及到全国各地，从这点来看我觉得也是对市场来说大家应该看多的一个方向，至少从政策上，从救市的角度来考虑，从大方向上已经落实到地方上。所以我觉得近期，尤其美国股市也形成上涨的过程中全球经济有所回暖的趋势，我觉得在中国两会之后形成这样一个政策导向，加上四万亿投资这样一个经济的方向，我觉得在目前来看大家看多是没有问题的。尤其是这波行情在目前，尤其是上周大盘持续震荡的时候很多朋友是看空这个市场，在上周大盘震荡过程中，在两会期间一个主要基调就是稳定，在大盘形成震荡，而市场经济还在回暖的趋势下，四万亿投资包括一些地方的政策扶持我觉得都是利好的，所以我觉得消息面还是支撑着市场。总之我觉得现在已经达到了一个吻合的状态，这种吻合的状态大家去谨慎的看多我觉得是没有问题的。
　　主持人乔旎：我们不仅仅要关注消息面和技术面，同时也要关注外围市场的情况，刚才老师也提到了美股，我们再来详细看一下。截至收盘，道琼斯工业平均指数上涨了178.73点，报收7395.70点，涨幅为2.48%；标准普尔500指数上涨了24.23点，报收778.12点，涨幅为3.21%；纳斯达克综合指数上涨了58.09点，报收1462.11点，涨幅为4.14%。老师怎么看这样的一个美股的情况？今天美股也是出现了上涨，我们昨天A股市场也是出现了上涨，老师预测一下今天A股市场会走出一个什么样的走势？
　　冯矿伟：其实对于美国股市，尤其是最近两天美国股市，因为上周美国股市形成一个单周的大幅上涨，所以说在美国上周的时候，但是A股市场和美国股市形成一个背离，就是跟跌不跟涨，A股市场在没有受到外因，比如说美国股市刺激的前提下形成了一个A股市场的本身结构，顺应A股市场本身结构再不断运行。尤其在我们2月27号建仓之后，还有上周六给大家分析三角形末期面临着下行黏和期的突破，昨天一根大阳基本上突破了我们所分析的这个下行黏和期的突破性，另外一点也给大家讲了，在周六那张图里也提示过，目前市场面临着上行的一个趋势，而且前期的上行结构线也在延续，这也是一个技术角度来分析结构在延续的一个点。

",4
"上午尾段期指窄幅上落 收报20313
","　　中国资产管理有限公司 冯智冲
　　上午尾段期指窄幅上落，收报20313，期指由20220反弹上20407，然后反复回至20266，尾市再略弹至20329，波幅暂只187点，美元兑各主要货币回软，从即市指标看仍在超卖阶段，如下午初段期指回软，预大约在20200仍有承接，之后再伺机反弹，即市阻力继续看20500。
   已有_COUNT_条评论  我要评论

",4
"Verizon表示短期内不会运营iPhone
","　　【赛迪网讯】6月4日消息，据国外媒体报道，Verizon发言人约翰·约翰逊(John Johnson)日前表示，Verizon在短期内不会运营苹果iPhone手机。
　　当前，AT&T是iPhone在美国的独家运营商。但一直以来，业内始终认为苹果将结束与AT&T的独家合作关系，转而与Verizon合作。
　　此前，业内认为苹果和Verizon最早将于本月发布第四代iPhone时宣布合作计划，但后来该日期又被推迟到明年第一季度。
　　而Verizon发言人约翰逊日前明确表示，Verizon在短期内不会运营苹果iPhone手机。约翰逊在接受采访时称：“短期内还没有运营iPhone的计划。”
　　业内此前认为，苹果与AT&T独家协议将于今年6月到期。但上个月公开的一份法庭文件显示，双方的协议期限长达5年，即2012年到期。
　　调研公司ChangeWave一项调查结果显示，超过50%的Verizon用户愿意使用苹果iPhone手机。

",5
"白云山：业绩改善明显 仍存重组预期
","　　安信证券 洪露
　　2010年一季报主业大幅增长52%，现金流健康。2010年一季报，公司实现营业收入9.98亿元，同比增长33.51%；实现净利润6,638万元，同比增长105.23%，每股收益0.14元；扣除非经常性因素后的净利润约为4,930万元，同比增长约52%，每股收益为0.11元。经营活动产生的现金流量净额9,510万元，同比增加280%，每股经营性现金流量净额0.20元，现金流十分健康。
　　内修外因，业绩大幅改善。我们近期对白云山管理层及下属的明兴公司进行了实地调研。整体来看，公司2008年下半年以来内部管理提效显著：内部销售资源进一步整合，销售策略调整、清理渠道库存，理顺产品价格体系。
　　2009年公司板蓝根、清开灵等产品受益于甲流大幅增长，公司积极把握机遇，加大了营销推广力度，使流感后上述产品仍维持较快增长。2009年四季度以来普药在基层用药需求加速释放，公司作为品牌普药企业受益明显。
　　上述内外部因素，使得公司2010年一季报整体经营状况大幅改善，预期全年业绩增长将可持续。
　　下属企业经营趋势均向好。从下属企业看，制药总厂、天心制药、化学药厂一季度主要头孢类原料及制剂均产销两旺，收入增速超过40%。2009年四季度，明兴、光华、何济公药厂库存均已清理完毕，光华、何济公药厂与制药总厂进行了销售资源整合，三家公司2009年四季度以来业绩改善明显。
　　2010年一季度，合资企业和记黄埔营收继续保持稳定增长；百特侨光经营逐步好转，预期全年将减亏。
　　维持“增持-A”的投资评级，12个月目标价16.8元。我们维持对公司2010、2011年的业绩预测，即每股收益分别为0.48元、0.58元，考虑公司后续有重组预期，按照公司2010年业绩给予35倍PE，则12月目标价为16.8元，维持“增持-A”的投资评级。

",4
"诺贝尔生理学或医学奖今日揭晓
","　　一年一度的诺贝尔奖本年度揭晓仪式将于10月5日起陆续举行。北京时间今日17时30分，诺贝尔生理学或医学奖将揭晓，以此拉开今年诺贝尔奖的颁奖序幕。
　　全球最大的金融新闻和数据提供商汤姆森-路透公司近日发布预测称，有关端粒和端粒酶的发现、核磁共振成像技术的发现等6项成果，有可能帮助其研究人员摘得生理学或医学奖；对负折射的预测和发现(即“隐形斗篷”制作材料)等7项成果，有可能获物理学奖。
　　汤姆森-路透公司的研究人员自1989年起一直进行诺贝尔奖得主的预测，他们主要以诺奖候选人的研究被其他研究者引用的几率作为预则基础。该预测被认为是有一定科学依据的，多年来，该机构预测的27位候选人最终都获得了诺贝尔奖。
　　由于去年评审委员会前常务秘书恩道尔公开批评美国作家“不够资格”获奖，在美国文坛引发众怒，今年外界最关注的便是本届诺奖评审委员会是否会将文学奖颁发给美国作家“补偿”。目前，文学奖揭晓时间尚未最终确定。(法制晚报)

",5
"LED+超晶面板 夏普液晶TV降至7499元
","　　[中关村在线电视频道原创] 作为上市不久的新品，夏普40LX620A液晶电视加入了X超晶面板和LED背光源，提升画面亮度和对比度的同时还加强了景深效果。另外在外观方面夏普40LX620A液晶电视延续了整体的金属质感风格，目前夏普40LX620A液晶电视售价7499元，对于性能要求较高的朋友不妨关注一下。


",5
"放量冲高 震荡不会少
","　　楚风
　　上周五的反弹再加上最近消息面的偏暖，周一A股是放量上涨。上证指数短线显示出的动能甚至超过了2007年的牛市，从盘面看一轮年末行情真的已经开始了。
　　看点一：权重股全面上涨，指数一路飙涨。
　　权重股在休整了几日之后，今日全面上扬，中国石化、中国石油、保险、银行均走势强劲。权重股的走强大大带动了指数的上扬，同时也鼓舞了其他板块的走好。从权重股的量能看，几大板块都出现了成交量的放大，这对于后市的进一步走好将会更为有利。
　　看点二：板块轮动较快，操作需要加速。
　　今日两地指数几乎成单边上扬走势，但是个股走势却都是一波三折，板块的轮动的速度更是惊人。盘中多个板块轮流上扬，使得普通投资者把握难度增加。因此，操作上需要加快速度，不能在一个板块上消耗时间过长。只有这样，才能在指数走好的过程中享受个股收益的快乐。
　　看点三：量价配合良好，向上趋势不改。
　　今日指数和量能的配合非常合理，这样的走势预示着未来两市继续上行的大趋势不会有所改变。预计在年前，两市有望在迭创新高中度过。
　　看点三：短期冲动过大，技术性调整难免。
　　虽然今日两市走势坚挺，个股表现良好，但是并不是没有遗憾。由于两市短期上涨速度过快，回调压力逐渐加大。一旦后市量能有所减弱，那么盘中震荡回调将在所难免。只不过这样的调整是技术性的，不会对整个市场的趋势构成威胁。因此明日上证指数再上突3300点之后，应该会有暂时的休整。
　　红色周一固然可喜，但是投资者必须明确股市不是一朝一夕的游戏。一日辉煌只能是昙花一现，投资者需要的是长期稳定的收益。一日再好的收益也只能是日的收益，不能代表你会长期稳定收益。因此，面对市场过度的疯狂投资者需要冷静。
　　“涨不喜、跌不馁”这是一个成熟投资者必须所具备的能力。
　　今日冲高已经进行了大幅度减仓。主要是因为美国触及了短线压力，而我们是过了短线压力，技术性回调在所难免。前期介入的个股收益都不错了，借今日冲高先回避一下应该是件好事。

",4
"进入加息通道 A股资金面堪忧 
","　　黄?妮 旷野
　　    “最怕就是今天的这种市场情况，上午高开，下午大跌。”12月27日，一家深圳券商的高级策略分析师告诉记者。
　　    央行启动年内第二次加息，受此影响，12月27日，上证综指小幅高开，相对来说加息构成利好的银行、保险板块成为领涨的主力。而午盘之后市场风云突变，上证综指冲高回落，而中小盘个股更是大幅杀跌跳水。
　　    最终上证综指失守2800点，当日下跌53.76点，收报2781.40点，下跌1.90%。而深成指更是下跌了2.02%，收报12303.19点。
　　    意料之中的加息与出乎意料的时点，市场在2010年的最后几个交易日突然打破了围绕2800点的平衡，而市场分歧也开始变得明显起来。“我认为加息是短多中空，短期来看是靴子落地了，中期来看，还会有靴子。”上述券商策略分析师告诉记者。
　　    而令市场担忧的另一方面，是新股发行的骤然加快。仅12月份就有29只新股上市， 11月份这一数字同样为29只，而10月份上市的新股仅为21只。
　　    “准备金抽血，新股发行抽血，大小非抽血，再加上加息造成的流动性紧张，我对明年市场的看法是‘猴市’，会是一个震荡的格局。”上海一家私募的负责人向记者表示。
　　    进入加息通道？ 
　　    12月25日晚间，央行发布通知，决定自2010年12月26日起上调金融机构人民币存贷款基准利率各0.25个百分点。
　　    这是今年以来的第二次加息，而距离上次加息的时间仅有两个月。在众多券商研究机构看来，此次加息基本可以确定央行进入加息通道。
　　    12月27日当天，A股板块尽绿，通信、外贸、交通工具、农林牧渔等板块领跌，而相对受益加息的银行、保险板块，则跌幅相对较低，其中银行板块下跌1.15%，保险板块下跌1.52%。煤炭石油等抗通胀的板块，跌幅也相对较小，为1.18%。
　　    从资金流量来看，A股当日资金净流出68.24亿元，医药、机械、交通等板块成为市场失血的重灾区，其中医药板块资金净流出5.43亿元。仅有煤炭石油和房地产板块，呈现资金净流入。
　　    相比10月20日的央行年内首度加息，此次市场对加息的反应则更为敏感。
　　    10月20日市场在央行加息宣布之后，尚有0.07%的微涨，而此次加息后的第一个交易日，则出现了中小盘恐慌性抛售的局面。
　　    这很大程度上源于中期来看，加息的靴子远未落地。
　　    国泰君安在其报告中表示，预计到2011年中之前，仍有2次的加息。“从通胀来看，根据我们的预测，CPI的下降要等到2011年下半年之后，因而未来半年仍处于加息周期，或再有2次加息可能。而本次加息也完全确认了加息周期的启动，而绝非2004年那样的单纯一次加息。”
　　    国信证券亦表示，对于解决政府最为关心的通胀问题，“本次加息仅是补课，但远不足够。”
　　    在其看来，通胀最终解决在于货币规模、实际利率水平的合理化，“随着CPI运行水平的上升，虽然名义利率上调两次，但是负实际利率的情况在加剧，预计明年名义利率仍将上行100-125个基点，以保证负实际利率的情况不再恶化。”
　　    后市资金面堪忧？ 
　　    国泰金马稳健回报基金基金经理程洲表示，本次加息是在央行明确表示“两难”和央行手段主要用来控制“核心通胀”之后做出的，再加上本次加息的时点最终落在了2010年，明年开始所有的房贷利率都将有所调整，配合近期房地产价格继续上涨的态势，“我们认为本次加息有相当大的部分是控制通胀预期以及针对资产价格的。”
　　    程洲亦表示，“由于加息属于靴子落地的性质，风格转化有可能会提前，但此期间市场不见得会整体上涨。”
　　    而华富基金方面也表示，此次加息仍然是非对称的，贷款上调25-26bp；而存款上调25-35bp，从而避免大幅提高融资成本，由于活期存款未加，银行的息差总体是上升的，对银行权重股的负面影响很小。
　　    在华富基金看来，从数据看通胀高峰已过，此次加息后，减弱了明年一季度加息的概率，对于资本市场而言利空释放后，明年一季度的市场环境较为宽松，未来市场有望迎来一轮上升行情。前期受压制的周期类股大蓝筹股有望迎来估值修复。
　　    但相比之下，私募机构的观点则颇为谨慎。
　　    对本次加息，重阳投资表示，加息表明通胀压力依然较大，公开市场操作功能依然瘫痪。
　　    在其看来，在本轮调控的政策工具选择上，央行重准备金率而轻利率，其主要考虑是时间换空间，希望通过准备金率和其他多种手段在2011年初使通胀得到有效控制。“届时通胀预期下降，央票一二级市场利差回落，届时加息的压力自然减轻。这种做法的成败取决于通胀走势，如果CPI在2011年一季度继续走高，预计央行将继续加息。”
　　    与此同时，IPO和再融资的速度之快，亦令市场承压甚重。
　　    聚益投资投资总监汤小生表示，目前市场资金面偏紧张，除年底资金偏紧张，银行的资金也紧张，关键在于市场的IPO和再融资的量比较大，每天都有三四只新股上市，融资的量有点过大。
　　    在其看来，市场跌破2800点，再下一个台阶的可能性非常大，但跌幅也不会太大，顶多跌到2650附近。
　　    虽然大盘向下空间不大，但个股风险依然高悬。其中前期涨幅较大的中小盘个股以及在加息中相对利空的有色、建材、钢铁、地产等，后市承受的压力也会相对较大。
　　    上述上海私募人士向记者表示，新股发行速度如此之快，或与管理层导向有关。“通过增加市场容量，从而抑制热钱流入。”
　　    而从短期市场来看，12月27日大盘收出长阴线，或将考验半年线支撑。西南证券在其报告中表示，“均线系统维持交汇状态，5日均线向下触及年线，短期走势看淡，中期走向转弱。”
点击进入[上证指数吧]讨论

",4
"专家：免税政策信号意义大于经济意义
","
　　个人证券账户资金免征利息税
　　专家认为政策信号意义大于经济意义，表明政府在竭尽全力拯救股市
　　朱宝琛
　　财政部、国家税务总局26日联合发布通知称，经国务院批准，财政部、国家税务总局决定自2008年10月9日起，对证券市场个人投资者取得的证券交易结算资金利息所得，暂免征收个人所得税。 
　　财政部表示，此举是为了维护资本市场的稳定健康发展，根据个人所得税法有关规定做出的。即对证券市场个人投资者的证券交易结算资金在2008年10月9日后(含10月9日)孳生的利息所得，暂免征收个人所得税。 
　　据悉，本次调整中所指的证券交易结算资金利息所得，是指个人投资者存在证券交易账户内的资金所孳生的利息所得。中国已于2008年10月9日起，对储蓄存款利息所得暂免征收个人所得税，因此本次对证券交易结算资金利息所得免征个人所得税，比照储蓄存款利息所得，同样定于10月9日开始实施。
　　据了解，我国自1999年11月1日对储蓄存款利息所得恢复征收个税以来，利息税在鼓励消费和投资、合理调节个人收入、增加财政收入等方面发挥了积极作用。2007年，为减少因物价上涨对居民存款利息收益影响，降低广大中低收入储户税负，中国作出了将8月15日以后孳生的利息由百分之二十减按至百分之五征收个税的决定。
　　对于此次调整，一些专家也发表了自己的见解，大家普遍认为对市场影响不会很大。
　　中国政法大学教授刘纪鹏认为，此举可看作一个政策信号，对A股运行影响有限，政府救市仍然应该通过制度创新来解决根本问题。
　　他说，该政策针对的是投资者在证券公司存管银行帐户里的交易结算资金所得利息，其数额有限。该政策出台说明政府已经在竭尽全力地拯救股市，从细节之处考虑为投资者开源节流，其政策信号意义远远大于暂免征收个人证券交易结算资金利息所得可能产生的经济意义。
　　刘纪鹏同时认为，在全球金融危机的背景下，中国股市的暴跌有区别于美国股市下跌的原因，其救市举措不能单纯依靠资金投入和减税，应当结合中国股市实际，从大小非和大小限等制度创新上去探讨、解决症结所在。
　　英大证券研究所所长李大霄认为，首先这还算是一个利好消息，表现了管理层继续呵护和维护市场稳定的一个态度，由于近期外围市场仍然较为疲软，在这种背景下出台的利好都可以视为救市的举措。
　　不过他同时也表示，由于目前仅仅是对个人投资者取得的证券交易结算资金利息所得暂免征收个人所得税，征收的额度相对还是比较低，对于个人投资者的意义不是太大，所以也不会对目前的市场造成较为明显的影响。
　　华东师范大学企业与经济发展研究所所长李志林认为，证券交易结算资金利息所得暂免征收个人所得税对市场的影响不大，管理层的政策没有抓住当前中国股市的实质，中国股市当前面临的最大问题就是大小非的问题。他说，如果不尽早纠正解决大小非问题，立竿见影地救市，那么等到明年年底，1.2万亿大小非大部解禁、减持，市场必将是各方皆输。
　　同样，西南证券高级分析师闫莉也认为免收证券交易结算资金利息个人所得税对市场影响不大。她表示，投资者对这块税收不是很关注，而且比照利息税来说取消也是应该的。
　　申银万国研究所市场研究总监桂浩明认为，证券交易结算资金比照储蓄存款获得利息，政府宣布取消利息税的出发点是保证政策的一致性，政府之前免去银行存款利息税，今日免去证券交易结算资金个人所得税是国家税收调整的正常措施，考虑到该税收涉及的金额很低，预计对二级市场不会产生多大影响。 
    相关报道：
    个人证券利息税暂免 业内人士称对大盘影响不大
    国务院：暂免征收个人证券交易结算资金利息税
下一交易日大盘走势判断
您目前的仓位

",4
"晚餐巧吃西红柿 无需节食月瘦4斤
","　　导读：西红柿是瘦身圣品：热量低、纤维高、饱腹感强，还富含维生素……而所谓的“晚间西红柿减肥法”，它的效果却超级神奇：最保守估计，每月可轻松减重达2公斤。这是不是足可堪称史上最爽瘦身法。
　　1、什么时候吃？跟晚饭一起吃
　　可以将生的西红柿切成薄片，也可将小西红柿直接做成沙拉，可以在吃晚饭时喝一些番茄汁佐餐，也可以通过加点儿番茄酱、蔬菜泥、西红柿罐头来增添菜色。
　　当然，最常见的办法是将西红柿热处理，不论热炒、入汤都悉听尊便。总之，你大可以发挥创意变换花样，只要晚餐桌上保证出现西红柿红彤彤的身影就可以。
　　特别提醒：
　　“晚间西红柿“的瘦身秘密在哪里？西红柿中的柠檬酸能促进糖分代谢，燃烧脂肪；而番茄红素则能抑制脂肪细胞增多，并吸收多余脂肪。
　　此外，对于那些“大胃王”来说，西红柿中富含的食物纤维和果胶简直就是救世主：它们能强有力地令胃膨胀，刺激饱食中枢，一边向大脑发出“吃饱了”的刺激信号，一边加快肠胃蠕动，促进体内废物的排除。
　　更神奇的是，西红柿居然能和两位“减肥大敌”和平共处。当它和油脂类一起食用时，不仅吸收效果更好，还可消除便秘；而当它和碳水化合物一起食用时，则能有效降低血糖生成指数，使血糖值不易升高，从而创造易于减肥的体内环境。
　　2、吃多少？一天须摄取15毫克以上的番茄红素
　　当你下定决心要开始“晚间西红柿减肥”生活时，请记住，必须保证每日摄入15毫克以上的番茄红素。
　　生吃西红柿时
　　可吃两个大西红柿。红色系(通常大红色、皮硬、不易剥开)要比桃色系(通常偏黄色，皮通明且薄，易剥开)更好，所含番茄红素是桃色系的3倍。或者吃17个小西红柿，也称圣女果，营养成分更高，胡萝卜素、维生素C、食物纤维均为普通西红柿的1.5~2倍。
　　可饮用一瓶番茄汁
　　假如想要效果更明显，推荐每天喝2~3瓶。喝一瓶番茄汁摄取到的番茄红素相当于食入两个生的西红柿。
　　用西红柿做菜时
　　番茄酱或西红柿泥，可使用近4大勺(分别为80克和60克)。如果是西红柿罐头，可使用1罐(170克)。番茄酱与西红柿蔬菜泥都是加工后的食品，所含番茄红素要比生西红柿更多。
　　特别提醒：
　　这里提及的“番茄酱”、“西红柿泥”及“西红柿罐头”均和“番茄沙司”不同。前三者是鲜番茄制成的酱状浓缩制品，是将新鲜番茄煮好放入搅拌机打碎后，与橄榄油、大蒜末、洋葱丁等拌炒，再加入月桂叶、兰姆酒、水、胡椒等调制成的酱汁。
　　而“番茄沙司”则是在制好的番茄酱里掺入鲜汤，调入白糖、精盐等收干水分后制成的酱料。沙司的糖分和热量均较高，不推荐使用。所以在购买时请看清标签和成分。
　　3、坚持多久？至少坚持3个月，最好是半年
　　至少坚持3个月与那些追求速成却格外伤身的魔鬼减肥法不同，“晚间西红柿减肥”希望让人在瘦身之外还能吃得美、睡得香、皮肤好、心情靓。因此，请别指望诸如一周吃掉5斤肉之类的“奇迹”发生。尽管你可能发现一个月后体重已默默减轻了2公斤，但请务必坚持下去。
　　从医学角度而言，人体的新陈代谢等机体循环周期平均需要6个月，当机体能够“记住”这持续了6个月的状态，才可以真正更长久、更有效地保持它。所以，请至少坚持3~5个月，让我们的身体牢牢“记住”这变瘦后的轻盈状态。
　　4、成功不可或缺的因素是尽量保持规律生活
　　偏食、暴饮暴食、睡眠不足，这些日常生活的恶习对“晚间西红柿减肥”同样不利。因此有规律地进食三餐，调整好就寝和起床时间，保证充足睡眠，都是“晚间西红柿减肥法”必不可少的内容。
　　缺乏这个因素，西红柿纵有千般好万般妙也难发挥其魔力。虽说番茄红素对减少脂肪、击退多余氧自由基都有奇效，但万不能过度依赖它，良好的饮食和作息习惯同样不可或缺。
　　特别提醒：
　　西红柿是极好的食物，但它偏于凉性，过多食用会引起腹泻、体寒等不适反应。因此，在晚间食用绝非“ 多多益善”，适量即可；此外，也可在烹饪时加入盐、葱、生姜、蒜等热性、温性食材，便能够温暖身体，解决这个小问题了。
　　另外，由于西红柿果肉内含有胶质和可溶性收敛剂等成分，空腹食用会与胃酸发生化学反应，结成不易溶解的块状物，阻塞胃部而引起腹痛。因此，请不要空腹食用。
　　5、“晚间西红柿减肥”之你问我答
　　Q：用这个方法减肥，真的不必限制三餐也可以吗？
　　A：除了晚饭时要加吃西红柿和番茄汁外，基本保持平时的饮食就可以了。不过要注意不能暴饮暴食、吃得过饱。
　　Q：有没有不能和西红柿一起吃的食物？
　　A：没有绝对不行的东西，但晚上吃的时候，最好避免与黄瓜、茄子等凉性食物一起吃。
　　Q：我从小就不爱吃西红柿，该怎么办？
　　A：的确有不少人不习惯西红柿那种特有的青涩味道。如果不喜欢，不要勉强自己，可用西红柿罐头或番茄酱配着奶酪一起吃。奶酪中富含燃烧脂肪的维生素B6，与西红柿的减肥效果正好相得益彰，而且保证好吃，也可与香草等一起搭配着吃。
　　Q：我不擅长做饭，只喝番茄汁可以减肥吗？
　　A：可以的。事实上，在“西红柿专家”唐泽明任教的大学里，他让学生挑战晚间喝番茄汁佐食的减肥法时，20人中有15人体重下降。另外，比起西红柿来，被加工过的番茄汁含有更多的番茄红素，非常适合人们饮用。
　　Q：晚上除了吃西红柿以外，还需要注意什么？
　　A：请养成测量体温的习惯。体温36.5度时，代谢率是最好的。另外，如经常辅助以下做法效果更佳：不洗淋浴而尽量选择泡澡，进行淋巴推拿，定时测量体重，适当辅以运动等。

",3
